-7.53825	3.90102	1.65546
-0.78043	10.96541	-0.32989
13.78242	-7.56521	17.64820
-5.01800	5.00641	1.59576
-7.19348	4.66913	0.78979
6.63971	-1.67137	1.89867
-7.27439	-2.39564	0.65503
13.65416	-4.05243	11.26808
-2.76384	7.93365	2.82890
12.90662	-2.51180	-9.14040
-8.55504	-1.51904	-0.11978
-3.34374	8.72075	1.07955
-10.24397	0.47048	0.94402
-7.93993	-5.11395	0.10105
-2.79448	6.35335	-5.77667
-7.77666	-1.74285	1.76757
-9.88816	-8.11932	-0.36389
-1.61836	7.00127	0.00056
-2.51998	0.32548	-2.31608
-1.65953	0.16016	-0.05195
-8.00667	-5.46354	3.00504
11.89487	-11.02814	-5.97343
3.69056	2.20027	-0.74046
-8.37620	-6.78612	-0.07366
4.47269	0.23826	-11.34324
-9.34229	-4.27850	1.71980
-7.71513	-2.67167	1.40000
2.35607	-1.11397	-7.52388
-7.41955	-7.17706	0.70228
-4.20232	4.75624	1.64797
-6.85934	-5.73303	6.39839
8.14422	-10.99303	-6.19489
4.85538	-4.95826	-4.19099
-5.22955	-0.90284	-4.73351
-8.47741	-6.32912	0.58373
5.44292	0.13617	-5.29587
0.78110	-3.20492	-4.97863
1.67262	3.97098	-6.44915
-10.28205	-3.06228	0.66683
0.96726	-2.56573	0.43088
3.66465	9.67990	3.29884
-1.88888	1.06553	3.78775
-0.21227	9.38042	-4.98079
2.07437	1.33783	0.33597
-9.22060	-4.40904	-1.16335
3.51699	-5.47045	1.80221
-7.95428	0.36105	3.93170
-6.83863	0.62815	1.81266
-8.00862	5.27912	3.50274
-7.21257	-5.52404	-0.54862
5.74558	0.55580	-8.18269
6.78607	2.17405	-5.01635
-10.77614	-4.57138	1.15875
-6.19153	-2.54696	0.30031
-1.30550	6.99250	-7.04296
-2.03548	-6.33030	3.60018
4.91245	2.07686	-5.87238
-1.09687	5.94088	1.21050
3.20292	4.81067	-9.18007
-8.77145	-0.65250	2.68121
-0.76373	-1.00829	-5.72205
22.95794	-9.74531	15.64547
16.53076	-7.88582	16.24710
-7.09104	-7.81018	-0.83533
1.46605	15.92378	6.88049
2.51102	13.02680	-0.37490
-2.29391	1.58795	0.71893
3.28530	6.40198	-6.93343
-6.76808	-2.83276	4.01957
-6.74954	2.51817	3.52686
8.91251	-2.09007	-1.03163
3.43182	-6.51454	-8.35781
-8.28340	-4.51683	1.66780
-7.61727	1.25811	2.98689
10.34906	-1.62417	5.37849
-5.64878	0.58414	3.70818
-8.81498	1.22937	2.34597
-1.06179	10.85637	-0.91906
-8.90499	-5.16440	-0.29684
-5.61153	2.38591	0.59167
0.34586	2.95886	-4.50700
-10.24023	-3.56040	-1.59136
-9.02350	-7.04678	-0.73361
-2.72888	0.11597	-3.46663
-2.95777	-4.78577	-8.02610
-4.72809	-1.00896	5.17543
11.33709	-4.64308	9.83193
2.51137	15.27872	4.26560
-7.27898	3.07138	0.45606
-9.32669	-5.87467	5.46045
3.61780	7.36487	1.67508
11.03292	-1.24527	-7.00263
-7.23313	-0.04277	1.57781
11.41777	-5.25296	1.84283
7.36281	0.09870	8.01286
-8.36335	-0.44180	1.66189
4.84890	0.44333	-1.40084
3.23377	-10.08162	-3.62365
8.95925	7.32640	-8.45769
8.87505	3.63149	-8.37674
1.05047	-3.85393	-10.20717
-9.64127	3.70774	-2.80040
10.93219	1.28386	-5.21792
7.77674	0.72903	-9.27605
13.40107	-2.69339	7.44241
-8.75399	-4.81052	1.76558
-4.66852	-0.57806	0.47827
5.93216	-2.84074	8.81646
-5.54752	9.72945	2.77782
-6.36891	-1.60301	-0.81739
-5.51935	0.41085	-0.83087
-11.39365	-4.78276	2.14811
8.59403	3.06355	-6.76181
4.85474	11.41472	-1.29959
-9.21955	-2.14511	-4.60209
7.19408	8.12585	4.82475
-7.87309	-5.44548	4.30035
-8.54869	-6.04657	0.02780
6.35444	10.39600	7.55048
3.18059	-5.42461	-5.94160
-0.55186	-2.46148	-7.09187
-8.65625	-0.86142	-0.00570
5.10695	11.38291	3.50347
0.54099	-0.88759	-0.03245
-0.82800	-1.88035	-4.11816
5.50013	-2.22039	-0.20518
15.95331	-9.27820	13.95349
5.39833	-3.66418	4.45668
-6.12267	-7.41689	-0.12536
1.20348	9.76233	-3.52067
6.78161	2.90262	5.59614
-7.99556	0.26427	1.90964
13.67863	-5.19503	4.54906
-2.31451	0.08494	4.31014
-2.34031	7.57779	-1.98407
6.48873	-8.16625	-5.98181
8.33715	11.65412	4.53493
11.67001	-6.74434	9.78873
1.72841	8.81802	3.84765
-4.45653	5.93097	1.90084
-7.87257	0.86427	0.16628
-8.91758	1.94841	2.52434
-8.71204	-4.01998	0.64927
12.62714	0.15182	-10.79765
2.94031	5.01590	-8.00255
-1.00304	-1.30787	-6.44254
-5.04618	1.61273	-3.27357
-7.77281	-5.11866	2.54711
-8.77510	-4.95362	0.40653
-2.23176	0.16164	-0.64745
-8.22207	1.87868	1.92836
-1.33705	9.55029	-5.67731
9.31443	6.64658	10.20611
-6.58247	-1.02148	3.75250
-6.56818	8.48684	-1.16999
6.16468	-6.12750	-5.43346
13.45325	-5.45487	13.05365
11.89491	-1.14795	5.43132
-10.70448	-1.96050	1.37891
-5.73811	0.94442	-0.41000
3.63706	1.25130	6.29722
-7.04595	-8.59526	0.97686
-7.66112	1.29263	2.03419
-8.34261	-2.12050	1.40420
3.33142	-0.58806	-2.61709
1.51991	-3.82261	-4.38079
4.98890	0.57189	-2.15013
-1.70756	-2.13161	-0.39977
-7.08434	-1.19945	1.19961
-8.13356	-1.39475	4.52282
7.39399	1.13884	-3.41330
-5.05759	-2.98945	1.72255
8.89706	0.22620	-0.75757
-0.57789	15.73019	4.03786
-4.59996	3.36475	2.43033
8.88122	0.28526	-6.03476
-1.04068	-1.94195	3.51363
5.61605	14.76860	5.27401
5.92694	4.62939	-1.98399
-4.26291	0.45620	4.12579
7.44277	-8.02515	-5.74723
3.81978	7.90219	2.56587
10.29648	-9.35202	-8.60953
-3.96943	0.57820	-3.08972
9.40817	3.99924	-13.23116
-7.16460	-2.08073	3.50772
-7.30464	-8.44338	0.66316
0.19067	4.18165	6.35629
-5.36129	-3.76283	0.31914
0.03189	9.11584	0.10342
9.26863	-4.34136	2.29075
5.46469	-3.62497	-2.68270
0.44490	3.88390	0.67198
-2.22163	2.14720	-3.43531
-8.36714	-1.72789	2.37738
3.17308	-6.58442	-5.95302
11.42549	-2.59472	1.06567
-9.24445	-1.87671	2.29386
-9.74301	-1.87338	3.57069
-6.56310	2.69445	4.73647
8.14983	-0.43852	2.47471
7.77520	4.41054	-9.40843
1.76004	-4.43165	-6.14002
-7.20355	1.81468	3.57290
-2.13603	-2.78918	-3.43829
-7.91232	-2.51694	1.81574
-1.61607	-1.97280	4.52316
0.82913	7.35674	1.11064
4.90048	12.17169	5.22594
-8.08317	-1.07780	-0.05675
4.09218	13.03947	1.17088
-8.11076	-1.36946	0.04400
-7.90673	-3.63786	-2.78415
0.67932	-2.47060	-6.39610
-7.70869	-5.92850	1.31962
0.02672	1.46720	-7.86776
2.67111	-4.57822	-6.51384
6.09075	0.04944	-8.05974
-9.26735	-0.70284	4.02745
9.66182	-6.99916	0.85850
-4.02514	-0.09599	-4.53513
-2.14753	-3.13454	1.28726
9.24475	0.62863	-12.48169
-7.15589	-3.90021	-2.41053
-1.06720	0.76243	4.86381
11.12732	-9.29957	2.92555
20.60335	-7.38355	16.09612
